"Batter_Name","line_bin","length_bin","Balls","Runs","SR"
"Mitchell Santner","leg","back of length",2,7,350
"Mitchell Santner","off","short",5,7,140
"Mitchell Santner","line","short",5,11,220
"Mitchell Santner","leg","short",2,0,0
"Mitchell Santner","off","bouncer",1,1,100
"Mitchell Santner","line","bouncer",1,0,0
"MJ Suthar","off","length",1,0,0
"MJ Suthar","off","back of length",1,1,100
"Mahipal Lomror","off","yorker",15,22,146.67
"Mahipal Lomror","line","yorker",12,26,216.67
"Mahipal Lomror","leg","yorker",6,9,150
"Mahipal Lomror","off","full",11,14,127.27
"Mahipal Lomror","line","full",10,11,110
"Mahipal Lomror","leg","full",8,13,162.5
"Mahipal Lomror","off","length",28,37,132.14
"Mahipal Lomror","line","length",28,24,85.71
"Mahipal Lomror","leg","length",9,17,188.89
"Mahipal Lomror","off","back of length",28,43,153.57
"Mahipal Lomror","line","back of length",17,41,241.18
"Mahipal Lomror","leg","back of length",9,11,122.22
"Mahipal Lomror","off","short",9,18,200
"Mahipal Lomror","line","short",16,28,175
"Mahipal Lomror","leg","short",3,7,233.33
"Mahipal Lomror","off","bouncer",5,4,80
"Mahipal Lomror","line","bouncer",8,17,212.5
"Mahipal Lomror","leg","bouncer",1,4,400
"Manish Pandey","off","yorker",17,15,88.24
"Manish Pandey","line","yorker",14,19,135.71
"Manish Pandey","leg","yorker",5,7,140
"Manish Pandey","off","full",21,32,152.38
"Manish Pandey","line","full",23,26,113.04
"Manish Pandey","leg","full",11,12,109.09
"Manish Pandey","off","length",48,66,137.5
"Manish Pandey","line","length",46,63,136.96
"Manish Pandey","leg","length",11,7,63.64
"Manish Pandey","off","back of length",29,32,110.34
"Manish Pandey","line","back of length",29,31,106.9
"Manish Pandey","leg","back of length",8,10,125
"Manish Pandey","off","short",19,17,89.47
"Manish Pandey","line","short",23,31,134.78
"Manish Pandey","leg","short",8,7,87.5
"Manish Pandey","off","bouncer",6,3,50
"Manish Pandey","line","bouncer",4,2,50
"Manish Pandey","leg","bouncer",2,2,100
"Moeen Ali","off","yorker",20,42,210
"Moeen Ali","line","yorker",16,33,206.25
"Moeen Ali","leg","yorker",3,1,33.33
"Moeen Ali","off","full",31,42,135.48
"Moeen Ali","line","full",30,35,116.67
"Moeen Ali","leg","full",1,4,400
"Moeen Ali","off","length",47,58,123.4
"Moeen Ali","line","length",39,42,107.69
"Moeen Ali","leg","length",11,10,90.91
"Moeen Ali","off","back of length",47,61,129.79
"Moeen Ali","line","back of length",37,52,140.54
"Moeen Ali","leg","back of length",18,21,116.67
"Moeen Ali","off","short",28,34,121.43
"Moeen Ali","line","short",21,30,142.86
"Moeen Ali","leg","short",12,16,133.33
"Moeen Ali","off","bouncer",7,5,71.43
"Moeen Ali","line","bouncer",9,8,88.89
"Moeen Ali","leg","bouncer",3,7,233.33
"Mohit Sharma","off","yorker",2,1,50
"Mohit Sharma","leg","yorker",1,0,0
"Mohit Sharma","off","full",2,0,0
"Mohit Sharma","line","full",3,0,0
"Mohit Sharma","off","length",1,1,100
"Mohit Sharma","leg","length",1,0,0
"Mohit Sharma","off","back of length",4,0,0
"Mohit Sharma","leg","back of length",1,0,0
"Mohit Sharma","off","short",1,0,0
"Mohit Sharma","line","short",1,1,100
"Mohit Sharma","leg","short",1,0,0
"Mohit Sharma","line","bouncer",1,0,0
"Matthew Breetzke","off","yorker",1,1,100
"Matthew Breetzke","off","full",1,6,600
"Matthew Breetzke","line","full",2,0,0
"Matthew Breetzke","line","length",2,0,0
"Matthew Breetzke","line","back of length",3,3,100
"Matthew Breetzke","off","short",2,4,200
"Matthew Breetzke","leg","short",1,0,0
"Marcus Stoinis","off","yorker",29,51,175.86
"Marcus Stoinis","line","yorker",32,51,159.38
"Marcus Stoinis","leg","yorker",13,19,146.15
"Marcus Stoinis","off","full",61,85,139.34
"Marcus Stoinis","line","full",37,45,121.62
"Marcus Stoinis","leg","full",15,33,220
"Marcus Stoinis","off","length",86,121,140.7
"Marcus Stoinis","line","length",101,160,158.42
"Marcus Stoinis","leg","length",31,51,164.52
"Marcus Stoinis","off","back of length",80,156,195
"Marcus Stoinis","line","back of length",63,99,157.14
"Marcus Stoinis","leg","back of length",36,60,166.67
"Marcus Stoinis","off","short",42,41,97.62
"Marcus Stoinis","line","short",48,57,118.75
"Marcus Stoinis","leg","short",20,29,145
"Marcus Stoinis","off","bouncer",17,28,164.71
"Marcus Stoinis","line","bouncer",16,20,125
"Marcus Stoinis","leg","bouncer",3,6,200
"Mitchell Marsh","off","yorker",36,48,133.33
"Mitchell Marsh","line","yorker",20,23,115
"Mitchell Marsh","leg","yorker",13,26,200
"Mitchell Marsh","off","full",56,76,135.71
"Mitchell Marsh","line","full",55,85,154.55
"Mitchell Marsh","leg","full",14,19,135.71
"Mitchell Marsh","off","length",70,110,157.14
"Mitchell Marsh","line","length",80,116,145
"Mitchell Marsh","leg","length",22,33,150
"Mitchell Marsh","off","back of length",96,161,167.71
"Mitchell Marsh","line","back of length",79,136,172.15
"Mitchell Marsh","leg","back of length",29,50,172.41
"Mitchell Marsh","off","short",35,63,180
"Mitchell Marsh","line","short",43,50,116.28
"Mitchell Marsh","leg","short",19,21,110.53
"Mitchell Marsh","off","bouncer",9,6,66.67
"Mitchell Marsh","line","bouncer",20,28,140
"Mitchell Marsh","leg","bouncer",11,16,145.45
"MS Bhandage","off","yorker",1,1,100
"MS Bhandage","line","full",1,0,0
"MS Bhandage","off","length",1,0,0
"MS Bhandage","line","length",1,0,0
"Mahendra Singh Dhoni","off","yorker",24,33,137.5
"Mahendra Singh Dhoni","line","yorker",15,6,40
"Mahendra Singh Dhoni","leg","yorker",5,18,360
"Mahendra Singh Dhoni","off","full",36,55,152.78
"Mahendra Singh Dhoni","line","full",33,36,109.09
"Mahendra Singh Dhoni","leg","full",10,13,130
"Mahendra Singh Dhoni","off","length",55,73,132.73
"Mahendra Singh Dhoni","line","length",71,115,161.97
"Mahendra Singh Dhoni","leg","length",16,21,131.25
"Mahendra Singh Dhoni","off","back of length",50,68,136
"Mahendra Singh Dhoni","line","back of length",51,96,188.24
"Mahendra Singh Dhoni","leg","back of length",13,29,223.08
"Mahendra Singh Dhoni","off","short",27,48,177.78
"Mahendra Singh Dhoni","line","short",27,48,177.78
"Mahendra Singh Dhoni","leg","short",10,12,120
"Mahendra Singh Dhoni","off","bouncer",5,2,40
"Mahendra Singh Dhoni","line","bouncer",11,11,100
"Mahendra Singh Dhoni","leg","bouncer",5,9,180
"Matthew Wade","off","yorker",12,12,100
"Matthew Wade","line","yorker",4,6,150
"Matthew Wade","leg","yorker",3,6,200
"Matthew Wade","off","full",9,7,77.78
"Matthew Wade","line","full",16,14,87.5
"Matthew Wade","leg","full",6,7,116.67
"Matthew Wade","off","length",13,11,84.62
"Matthew Wade","line","length",8,17,212.5
"Matthew Wade","leg","length",2,0,0
"Matthew Wade","off","back of length",17,11,64.71
"Matthew Wade","line","back of length",21,27,128.57
"Matthew Wade","leg","back of length",4,6,150
"Matthew Wade","off","short",11,8,72.73
"Matthew Wade","line","short",13,16,123.08
"Matthew Wade","leg","short",2,4,200
"Matthew Wade","off","bouncer",3,2,66.67
"Matthew Wade","line","bouncer",4,7,175
"Matt Short","off","yorker",6,6,100
"Matt Short","line","yorker",2,1,50
"Matt Short","off","full",13,15,115.38
"Matt Short","line","full",1,0,0
"Matt Short","leg","full",2,0,0
"Matt Short","off","length",12,21,175
"Matt Short","line","length",10,12,120
"Matt Short","leg","length",3,1,33.33
"Matt Short","off","back of length",12,21,175
"Matt Short","line","back of length",8,3,37.5
"Matt Short","leg","back of length",4,2,50
"Matt Short","off","short",5,20,400
"Matt Short","line","short",7,6,85.71
"Matt Short","off","bouncer",2,6,300
"Matt Short","line","bouncer",3,1,33.33
"Matt Short","leg","bouncer",2,2,100
"Mandeep Singh","line","yorker",3,1,33.33
"Mandeep Singh","leg","yorker",3,6,200
"Mandeep Singh","off","full",6,3,50
"Mandeep Singh","line","full",1,0,0
"Mandeep Singh","leg","full",2,1,50
"Mandeep Singh","off","length",2,0,0
"Mandeep Singh","line","length",3,3,100
"Mandeep Singh","leg","length",1,0,0
"Mandeep Singh","off","back of length",3,0,0
"Mandeep Singh","line","back of length",4,9,225
"Mandeep Singh","leg","back of length",1,1,100
"Mandeep Singh","off","short",2,4,200
"Mandeep Singh","line","short",2,4,200
"Mandeep Singh","leg","short",3,0,0
"Mandeep Singh","off","bouncer",2,0,0
"Mandeep Singh","line","bouncer",1,0,0
"Mayank Dagar","leg","back of length",1,0,0
"Mohammad Nabi","off","yorker",2,2,100
"Mohammad Nabi","line","yorker",1,0,0
"Mohammad Nabi","leg","yorker",2,8,400
"Mohammad Nabi","off","full",5,10,200
"Mohammad Nabi","line","full",3,5,166.67
"Mohammad Nabi","off","length",3,1,33.33
"Mohammad Nabi","line","length",3,1,33.33
"Mohammad Nabi","leg","length",2,0,0
"Mohammad Nabi","off","back of length",3,1,33.33
"Mohammad Nabi","line","back of length",1,1,100
"Mohammad Nabi","leg","back of length",1,0,0
"Mohammad Nabi","line","short",4,6,150
"Mohammad Nabi","leg","short",1,0,0
"Mohammed Shami","off","yorker",1,0,0
"Mohammed Shami","line","yorker",2,0,0
"Mohammed Shami","off","full",1,1,100
"Mohammed Shami","line","full",1,2,200
"Mohammed Shami","leg","full",2,4,200
"Mohammed Shami","off","length",2,1,50
"Mohammed Shami","off","back of length",2,0,0
"Mohammed Shami","line","back of length",1,4,400
"Mohammed Shami","off","short",1,0,0
"Mohammed Shami","line","short",2,2,100
"Mohammed Shami","leg","short",1,0,0
"Mohammed Shami","off","bouncer",1,1,100
"Mohammed Siraj","line","yorker",1,0,0
"Mohammed Siraj","off","full",3,7,233.33
"Mohammed Siraj","line","full",6,5,83.33
"Mohammed Siraj","off","length",5,1,20
"Mohammed Siraj","line","length",6,1,16.67
"Mohammed Siraj","leg","length",3,4,133.33
"Mohammed Siraj","off","back of length",5,10,200
"Mohammed Siraj","line","back of length",5,2,40
"Mohammed Siraj","leg","back of length",3,4,133.33
"Mohammed Siraj","off","short",3,2,66.67
"Mohammed Siraj","leg","short",1,2,200
"Mohammed Siraj","off","bouncer",3,0,0
"Mohammed Siraj","leg","bouncer",3,8,266.67
"Mohit Rathee","line","full",1,0,0
"Mohit Rathee","line","length",1,1,100
"Mohsin Khan","off","yorker",1,0,0
"Mohsin Khan","leg","yorker",1,4,400
"Mohsin Khan","off","full",2,0,0
"Mohsin Khan","line","full",4,2,50
"Mohsin Khan","leg","full",1,2,200
"Mohsin Khan","off","length",1,1,100
"Mohsin Khan","line","length",6,0,0
"Mohsin Khan","leg","length",1,1,100
"Mohsin Khan","off","back of length",2,6,300
"Mohsin Khan","line","back of length",1,1,100
"Mohsin Khan","leg","back of length",1,2,200
"Mohsin Khan","off","short",1,4,400
"Mohsin Khan","line","short",1,1,100
"Mohsin Khan","off","bouncer",1,1,100
"Mukesh Choudhary","line","full",1,1,100
"Mukesh Choudhary","off","length",1,0,0
"Mukesh Choudhary","line","length",1,4,400
"Mukesh Choudhary","line","back of length",1,0,0
"Mukesh Choudhary","line","short",1,1,100
"Mukesh Choudhary","leg","bouncer",1,0,0
"Mukesh Kumar","off","yorker",1,1,100
"Mukesh Kumar","line","yorker",2,1,50
"Mukesh Kumar","off","full",1,1,100
"Mukesh Kumar","line","full",1,1,100
"Mukesh Kumar","off","length",1,0,0
"Mukesh Kumar","line","length",2,0,0
"Mukesh Kumar","leg","length",1,0,0
"Mukesh Kumar","off","back of length",1,0,0
"Mukesh Kumar","line","back of length",2,1,50
"Mukesh Kumar","line","short",3,2,66.67
"Mukesh Kumar","off","bouncer",2,2,100
"Mukesh Kumar","line","bouncer",1,1,100
"Musheer Khan","off","yorker",2,0,0
"Musheer Khan","line","back of length",1,0,0
"Mustafizur Rahman","line","yorker",1,1,100
"Mustafizur Rahman","line","back of length",4,3,75
"Mustafizur Rahman","leg","back of length",1,0,0
"Mustafizur Rahman","off","short",1,0,0
"Narayan Jagadeesan","off","yorker",8,12,150
"Narayan Jagadeesan","line","yorker",5,7,140
"Narayan Jagadeesan","leg","yorker",5,4,80
"Narayan Jagadeesan","off","full",13,11,84.62
"Narayan Jagadeesan","line","full",7,4,57.14
"Narayan Jagadeesan","leg","full",1,4,400
"Narayan Jagadeesan","off","length",12,10,83.33
"Narayan Jagadeesan","line","length",15,15,100
"Narayan Jagadeesan","leg","length",6,5,83.33
"Narayan Jagadeesan","off","back of length",13,14,107.69
"Narayan Jagadeesan","line","back of length",12,28,233.33
"Narayan Jagadeesan","leg","back of length",7,5,71.43
"Narayan Jagadeesan","off","short",4,2,50
"Narayan Jagadeesan","line","short",5,1,20
"Narayan Jagadeesan","leg","short",2,5,250
"Narayan Jagadeesan","off","bouncer",2,0,0
"Narayan Jagadeesan","line","bouncer",1,2,200
"Narayan Jagadeesan","leg","bouncer",1,0,0
"Nicholas Pooran","off","yorker",63,130,206.35
"Nicholas Pooran","line","yorker",37,58,156.76
"Nicholas Pooran","leg","yorker",12,18,150
"Nicholas Pooran","off","full",60,131,218.33
"Nicholas Pooran","line","full",70,127,181.43
"Nicholas Pooran","leg","full",18,18,100
"Nicholas Pooran","off","length",115,157,136.52
"Nicholas Pooran","line","length",128,233,182.03
"Nicholas Pooran","leg","length",36,51,141.67
"Nicholas Pooran","off","back of length",111,187,168.47
"Nicholas Pooran","line","back of length",106,204,192.45
"Nicholas Pooran","leg","back of length",29,56,193.1
"Nicholas Pooran","off","short",50,90,180
"Nicholas Pooran","line","short",59,105,177.97
"Nicholas Pooran","leg","short",20,25,125
"Nicholas Pooran","off","bouncer",26,49,188.46
"Nicholas Pooran","line","bouncer",23,31,134.78
"Nicholas Pooran","leg","bouncer",7,17,242.86
"Nitish Rana","off","yorker",34,58,170.59
"Nitish Rana","line","yorker",40,45,112.5
"Nitish Rana","leg","yorker",7,13,185.71
"Nitish Rana","off","full",51,61,119.61
"Nitish Rana","line","full",58,102,175.86
"Nitish Rana","leg","full",15,14,93.33
"Nitish Rana","off","length",79,104,131.65
"Nitish Rana","line","length",90,104,115.56
"Nitish Rana","leg","length",27,45,166.67
"Nitish Rana","off","back of length",86,163,189.53
"Nitish Rana","line","back of length",78,104,133.33
"Nitish Rana","leg","back of length",28,59,210.71
"Nitish Rana","off","short",32,49,153.12
"Nitish Rana","line","short",37,52,140.54
"Nitish Rana","leg","short",18,26,144.44
"Nitish Rana","off","bouncer",14,14,100
"Nitish Rana","line","bouncer",18,14,77.78
"Nitish Rana","leg","bouncer",5,6,120
"Nehal Wadhera","off","yorker",21,15,71.43
"Nehal Wadhera","line","yorker",13,31,238.46
"Nehal Wadhera","leg","yorker",5,13,260
"Nehal Wadhera","off","full",40,53,132.5
"Nehal Wadhera","line","full",43,66,153.49
"Nehal Wadhera","leg","full",13,17,130.77
"Nehal Wadhera","off","length",59,77,130.51
"Nehal Wadhera","line","length",48,91,189.58
"Nehal Wadhera","leg","length",21,34,161.9
"Nehal Wadhera","off","back of length",56,71,126.79
"Nehal Wadhera","line","back of length",62,97,156.45
"Nehal Wadhera","leg","back of length",17,18,105.88
"Nehal Wadhera","off","short",22,31,140.91
"Nehal Wadhera","line","short",38,46,121.05
"Nehal Wadhera","leg","short",10,5,50
"Nehal Wadhera","off","bouncer",13,15,115.38
"Nehal Wadhera","line","bouncer",16,21,131.25
"Nehal Wadhera","leg","bouncer",7,18,257.14
"Nathan Coulter-Nile","off","back of length",1,0,0
"Nathan Coulter-Nile","line","back of length",1,1,100
"Nathan Ellis","off","yorker",1,0,0
"Nathan Ellis","line","yorker",1,0,0
"Nathan Ellis","line","full",3,1,33.33
"Nathan Ellis","off","length",1,0,0
"Nathan Ellis","line","length",1,0,0
"Nathan Ellis","line","back of length",1,0,0
"Nathan Ellis","off","short",1,0,0
"Naman Dhir","off","yorker",14,31,221.43
"Naman Dhir","line","yorker",14,22,157.14
"Naman Dhir","leg","yorker",3,8,266.67
"Naman Dhir","off","full",15,20,133.33
"Naman Dhir","line","full",12,15,125
"Naman Dhir","leg","full",10,26,260
"Naman Dhir","off","length",22,56,254.55
"Naman Dhir","line","length",25,33,132
"Naman Dhir","leg","length",9,14,155.56
"Naman Dhir","off","back of length",26,55,211.54
"Naman Dhir","line","back of length",23,44,191.3
"Naman Dhir","leg","back of length",11,11,100
"Naman Dhir","off","short",6,7,116.67
"Naman Dhir","line","short",10,18,180
"Naman Dhir","leg","short",6,13,216.67
"Naman Dhir","off","bouncer",6,7,116.67
"Naman Dhir","line","bouncer",3,5,166.67
"Naman Dhir","leg","bouncer",2,7,350
"Navdeep Saini","off","full",1,2,200
"Navdeep Saini","line","short",1,0,0
"Naveen-ul-Haq","line","yorker",2,1,50
"Naveen-ul-Haq","leg","yorker",2,0,0
"Naveen-ul-Haq","line","full",1,0,0
"Naveen-ul-Haq","leg","full",2,1,50
"Naveen-ul-Haq","line","length",3,5,166.67
"Naveen-ul-Haq","leg","length",1,0,0
"Naveen-ul-Haq","off","back of length",7,2,28.57
"Naveen-ul-Haq","line","back of length",2,0,0
"Naveen-ul-Haq","leg","back of length",2,2,100
"Naveen-ul-Haq","line","short",1,1,100
"Naveen-ul-Haq","off","bouncer",1,4,400
"Naveen-ul-Haq","line","bouncer",1,2,200
"Nitish Kumar Reddy","off","yorker",19,32,168.42
"Nitish Kumar Reddy","line","yorker",18,19,105.56
"Nitish Kumar Reddy","leg","yorker",3,0,0
"Nitish Kumar Reddy","off","full",33,39,118.18
"Nitish Kumar Reddy","line","full",33,48,145.45
"Nitish Kumar Reddy","leg","full",6,9,150
"Nitish Kumar Reddy","off","length",41,74,180.49
"Nitish Kumar Reddy","line","length",49,62,126.53
"Nitish Kumar Reddy","leg","length",7,6,85.71
"Nitish Kumar Reddy","off","back of length",34,24,70.59
"Nitish Kumar Reddy","line","back of length",46,56,121.74
"Nitish Kumar Reddy","leg","back of length",10,16,160
"Nitish Kumar Reddy","off","short",15,23,153.33
"Nitish Kumar Reddy","line","short",20,15,75
"Nitish Kumar Reddy","leg","short",7,6,85.71
"Nitish Kumar Reddy","off","bouncer",8,14,175
"Nitish Kumar Reddy","line","bouncer",11,30,272.73
"Nitish Kumar Reddy","leg","bouncer",6,12,200
"Noor Ahmad","off","yorker",3,0,0
"Noor Ahmad","line","yorker",1,0,0
"Noor Ahmad","off","full",4,2,50
"Noor Ahmad","line","full",1,0,0
"Noor Ahmad","off","length",4,1,25
"Noor Ahmad","line","length",2,0,0
"Noor Ahmad","leg","length",1,1,100
"Noor Ahmad","off","back of length",5,3,60
"Noor Ahmad","line","back of length",5,3,60
"Noor Ahmad","leg","back of length",1,0,0
"Noor Ahmad","off","short",3,5,166.67
"Noor Ahmad","line","short",3,5,166.67
"Noor Ahmad","leg","short",1,0,0
"Noor Ahmad","off","bouncer",1,0,0
"Obed McCoy","line","full",1,0,0
"Obed McCoy","line","length",1,6,600
"Obed McCoy","line","back of length",1,0,0
"Obed McCoy","off","short",2,2,100
"Odean Smith","off","yorker",1,0,0
"Odean Smith","line","yorker",1,0,0
"Odean Smith","off","full",5,8,160
"Odean Smith","line","full",5,2,40
"Odean Smith","leg","full",2,1,50
"Odean Smith","off","length",4,8,200
"Odean Smith","line","length",6,6,100
"Odean Smith","leg","length",2,0,0
"Odean Smith","off","back of length",5,9,180
"Odean Smith","line","back of length",6,10,166.67
"Odean Smith","off","short",3,1,33.33
"Odean Smith","line","short",3,5,166.67
"Odean Smith","line","bouncer",1,1,100
"Odean Smith","leg","bouncer",1,0,0
"Praveen Dubey","off","yorker",1,1,100
"Praveen Dubey","off","full",1,1,100
"Praveen Dubey","line","full",1,0,0
"Praveen Dubey","leg","full",1,0,0
"Praveen Dubey","off","length",2,8,400
"Praveen Dubey","line","length",5,3,60
"Praveen Dubey","off","back of length",3,1,33.33
"Praveen Dubey","line","back of length",5,2,40
"Praveen Dubey","off","bouncer",1,0,0
"Prabhsimran Singh","off","yorker",43,60,139.53
"Prabhsimran Singh","line","yorker",35,59,168.57
"Prabhsimran Singh","leg","yorker",17,14,82.35
"Prabhsimran Singh","off","full",62,108,174.19
"Prabhsimran Singh","line","full",63,100,158.73
"Prabhsimran Singh","leg","full",15,27,180
"Prabhsimran Singh","off","length",88,136,154.55
"Prabhsimran Singh","line","length",106,166,156.6
"Prabhsimran Singh","leg","length",34,63,185.29
"Prabhsimran Singh","off","back of length",90,143,158.89
"Prabhsimran Singh","line","back of length",98,143,145.92
"Prabhsimran Singh","leg","back of length",29,21,72.41
"Prabhsimran Singh","off","short",29,61,210.34
"Prabhsimran Singh","line","short",52,84,161.54
"Prabhsimran Singh","leg","short",23,39,169.57
"Prabhsimran Singh","off","bouncer",17,25,147.06
"Prabhsimran Singh","line","bouncer",24,37,154.17
"Prabhsimran Singh","leg","bouncer",11,19,172.73
"Bhanuka Rajapaksa","off","yorker",10,13,130
"Bhanuka Rajapaksa","line","yorker",6,9,150
"Bhanuka Rajapaksa","leg","yorker",3,12,400
"Bhanuka Rajapaksa","off","full",9,10,111.11
"Bhanuka Rajapaksa","line","full",11,19,172.73
"Bhanuka Rajapaksa","leg","full",5,5,100
"Bhanuka Rajapaksa","off","length",20,31,155
"Bhanuka Rajapaksa","line","length",28,49,175
"Bhanuka Rajapaksa","leg","length",6,10,166.67
"Bhanuka Rajapaksa","off","back of length",18,28,155.56
"Bhanuka Rajapaksa","line","back of length",24,30,125
"Bhanuka Rajapaksa","leg","back of length",10,7,70
"Bhanuka Rajapaksa","off","short",9,9,100
"Bhanuka Rajapaksa","line","short",12,21,175
"Bhanuka Rajapaksa","leg","short",5,5,100
"Bhanuka Rajapaksa","off","bouncer",10,17,170
"Bhanuka Rajapaksa","line","bouncer",3,1,33.33
"Bhanuka Rajapaksa","leg","bouncer",2,1,50
"Phil Salt","off","yorker",29,42,144.83
"Phil Salt","line","yorker",18,24,133.33
"Phil Salt","leg","yorker",12,27,225
"Phil Salt","off","full",56,93,166.07
"Phil Salt","line","full",57,101,177.19
"Phil Salt","leg","full",13,39,300
"Phil Salt","off","length",74,135,182.43
"Phil Salt","line","length",60,113,188.33
"Phil Salt","leg","length",22,46,209.09
"Phil Salt","off","back of length",64,97,151.56
"Phil Salt","line","back of length",66,111,168.18
"Phil Salt","leg","back of length",22,38,172.73
"Phil Salt","off","short",33,63,190.91
"Phil Salt","line","short",34,51,150
"Phil Salt","leg","short",16,26,162.5
"Phil Salt","off","bouncer",13,19,146.15
"Phil Salt","line","bouncer",13,29,223.08
"Phil Salt","leg","bouncer",3,2,66.67
"PHKD Mendis","off","yorker",3,4,133.33
"PHKD Mendis","line","yorker",2,2,100
"PHKD Mendis","off","full",8,12,150
"PHKD Mendis","line","full",11,13,118.18
"PHKD Mendis","leg","full",2,1,50
"PHKD Mendis","off","length",7,5,71.43
"PHKD Mendis","line","length",7,6,85.71
"PHKD Mendis","leg","length",3,2,66.67
"PHKD Mendis","off","back of length",7,16,228.57
"PHKD Mendis","line","back of length",6,3,50
"PHKD Mendis","leg","back of length",7,9,128.57
"PHKD Mendis","off","short",4,13,325
"PHKD Mendis","line","short",1,0,0
"PHKD Mendis","off","bouncer",2,6,300
"Pat Cummins","off","yorker",9,4,44.44
"Pat Cummins","line","yorker",8,17,212.5
"Pat Cummins","off","full",10,25,250
"Pat Cummins","line","full",17,21,123.53
"Pat Cummins","leg","full",4,12,300
"Pat Cummins","off","length",21,35,166.67
"Pat Cummins","line","length",26,42,161.54
"Pat Cummins","leg","length",4,7,175
"Pat Cummins","off","back of length",11,21,190.91
"Pat Cummins","line","back of length",21,30,142.86
"Pat Cummins","leg","back of length",8,14,175
"Pat Cummins","off","short",5,5,100
"Pat Cummins","line","short",11,18,163.64
"Pat Cummins","leg","short",6,11,183.33
"Pat Cummins","off","bouncer",8,20,250
"Pat Cummins","line","bouncer",8,14,175
"Pradeep Sangwan","off","length",1,1,100
"Pradeep Sangwan","line","length",2,1,50
"Pradeep Sangwan","off","back of length",2,0,0
"Priyam Garg","off","yorker",1,2,200
"Priyam Garg","line","yorker",2,4,200
"Priyam Garg","leg","yorker",1,1,100
"Priyam Garg","off","full",4,7,175
"Priyam Garg","line","full",2,1,50
"Priyam Garg","leg","full",1,2,200
"Priyam Garg","off","length",7,7,100
"Priyam Garg","line","length",7,11,157.14
"Priyam Garg","leg","length",3,0,0
"Priyam Garg","off","back of length",10,15,150
"Priyam Garg","line","back of length",3,1,33.33
"Priyam Garg","leg","back of length",2,2,100
"Priyam Garg","off","short",4,6,150
"Priyam Garg","line","short",4,5,125
"Priyam Garg","leg","short",2,4,200
"Priyam Garg","off","bouncer",2,0,0
"Priyam Garg","line","bouncer",1,0,0
"Prerak Mankad","off","yorker",8,13,162.5
"Prerak Mankad","line","yorker",4,3,75
"Prerak Mankad","leg","yorker",2,1,50
"Prerak Mankad","off","full",4,3,75
"Prerak Mankad","line","full",3,1,33.33
"Prerak Mankad","leg","full",2,0,0
"Prerak Mankad","off","length",8,20,250
"Prerak Mankad","line","length",11,10,90.91
"Prerak Mankad","leg","length",3,6,200
"Prerak Mankad","off","back of length",6,8,133.33
"Prerak Mankad","line","back of length",6,5,83.33
"Prerak Mankad","leg","back of length",3,3,100
"Prerak Mankad","off","short",4,5,125
"Prerak Mankad","line","short",4,4,100
"Prerak Mankad","leg","short",1,0,0
"Prerak Mankad","line","bouncer",1,6,600
"Prerak Mankad","leg","bouncer",3,9,300
"Piyush Chawla","off","yorker",1,2,200
"Piyush Chawla","line","yorker",3,3,100
"Piyush Chawla","off","full",1,4,400
"Piyush Chawla","line","full",4,8,200
"Piyush Chawla","leg","full",1,0,0
"Piyush Chawla","off","length",2,6,300
"Piyush Chawla","line","length",3,3,100
"Piyush Chawla","leg","length",2,1,50
"Piyush Chawla","off","back of length",6,3,50
"Piyush Chawla","line","back of length",4,6,150
"Piyush Chawla","leg","back of length",3,0,0
"Piyush Chawla","line","short",2,1,50
"Piyush Chawla","leg","short",1,0,0
"Piyush Chawla","off","bouncer",3,3,100
"Piyush Chawla","line","bouncer",1,0,0
"Prithvi Shaw","off","yorker",8,11,137.5
"Prithvi Shaw","line","yorker",18,36,200
"Prithvi Shaw","leg","yorker",3,5,166.67
"Prithvi Shaw","off","full",34,45,132.35
"Prithvi Shaw","line","full",33,50,151.52
"Prithvi Shaw","leg","full",10,21,210
"Prithvi Shaw","off","length",49,70,142.86
"Prithvi Shaw","line","length",50,62,124
"Prithvi Shaw","leg","length",12,26,216.67
"Prithvi Shaw","off","back of length",45,71,157.78
"Prithvi Shaw","line","back of length",37,50,135.14
"Prithvi Shaw","leg","back of length",15,29,193.33
"Prithvi Shaw","off","short",21,22,104.76
"Prithvi Shaw","line","short",27,40,148.15
"Prithvi Shaw","leg","short",13,19,146.15
"Prithvi Shaw","off","bouncer",10,20,200
"Prithvi Shaw","line","bouncer",6,5,83.33
"Prithvi Shaw","leg","bouncer",2,5,250
"Dushmantha Chameera","off","yorker",3,4,133.33
"Dushmantha Chameera","leg","yorker",2,3,150
"Dushmantha Chameera","off","full",3,8,266.67
"Dushmantha Chameera","leg","full",1,0,0
"Dushmantha Chameera","off","length",4,2,50
"Dushmantha Chameera","line","length",7,9,128.57
"Dushmantha Chameera","leg","length",1,6,600
"Dushmantha Chameera","off","back of length",8,9,112.5
"Dushmantha Chameera","line","back of length",4,2,50
"Dushmantha Chameera","leg","back of length",1,1,100
"Dushmantha Chameera","off","short",2,2,100
"Dushmantha Chameera","line","short",2,5,250
"Dushmantha Chameera","leg","short",1,0,0
"Dushmantha Chameera","off","bouncer",1,1,100
"Dushmantha Chameera","line","bouncer",1,1,100
"Dushmantha Chameera","leg","bouncer",1,0,0
"PVSN Raju","off","length",1,1,100
"Wiaan Mulder","off","yorker",1,0,0
"Wiaan Mulder","line","full",1,1,100
