"Batter_Name","line_bin","length_bin","Balls","Runs","SR"
"Corbin Bosch","leg","back of length",1,1,100
"Corbin Bosch","off","short",2,2,100
"Corbin Bosch","line","short",3,1,33.33
"Corbin Bosch","leg","short",1,6,600
"Corbin Bosch","off","bouncer",1,1,100
"Corbin Bosch","line","bouncer",2,1,50
"Cameron Green","off","yorker",22,30,136.36
"Cameron Green","line","yorker",19,26,136.84
"Cameron Green","leg","yorker",5,5,100
"Cameron Green","off","full",26,43,165.38
"Cameron Green","line","full",36,66,183.33
"Cameron Green","leg","full",15,21,140
"Cameron Green","off","length",49,70,142.86
"Cameron Green","line","length",69,111,160.87
"Cameron Green","leg","length",16,25,156.25
"Cameron Green","off","back of length",57,84,147.37
"Cameron Green","line","back of length",39,57,146.15
"Cameron Green","leg","back of length",16,30,187.5
"Cameron Green","off","short",22,32,145.45
"Cameron Green","line","short",23,38,165.22
"Cameron Green","leg","short",13,20,153.85
"Cameron Green","off","bouncer",14,11,78.57
"Cameron Green","line","bouncer",14,28,200
"Cameron Green","leg","bouncer",5,10,200
"Chetan Sakariya","off","length",1,0,0
"Chetan Sakariya","line","length",1,0,0
"Chetan Sakariya","off","back of length",1,0,0
"Chetan Sakariya","line","back of length",3,4,133.33
"Chris Jordan","off","yorker",2,4,200
"Chris Jordan","line","yorker",1,0,0
"Chris Jordan","leg","yorker",1,0,0
"Chris Jordan","off","full",3,2,66.67
"Chris Jordan","off","length",1,2,200
"Chris Jordan","line","length",3,1,33.33
"Chris Jordan","off","back of length",3,2,66.67
"Chris Jordan","line","back of length",2,3,150
"Chris Jordan","leg","back of length",1,0,0
"Chris Jordan","line","short",2,3,150
"Chris Jordan","off","bouncer",1,0,0
"Varun Chakravarthy","line","yorker",3,1,33.33
"Varun Chakravarthy","off","full",3,0,0
"Varun Chakravarthy","leg","full",1,0,0
"Varun Chakravarthy","off","length",2,0,0
"Varun Chakravarthy","line","length",4,5,125
"Varun Chakravarthy","leg","length",2,1,50
"Varun Chakravarthy","off","back of length",4,5,125
"Varun Chakravarthy","line","back of length",4,1,25
"Varun Chakravarthy","line","short",2,0,0
"Varun Chakravarthy","leg","short",1,0,0
"Varun Chakravarthy","off","bouncer",1,0,0
"Varun Chakravarthy","line","bouncer",1,1,100
"Dewald Brevis","off","yorker",11,8,72.73
"Dewald Brevis","line","yorker",11,19,172.73
"Dewald Brevis","leg","yorker",3,10,333.33
"Dewald Brevis","off","full",29,44,151.72
"Dewald Brevis","line","full",17,21,123.53
"Dewald Brevis","leg","full",7,27,385.71
"Dewald Brevis","off","length",45,57,126.67
"Dewald Brevis","line","length",34,30,88.24
"Dewald Brevis","leg","length",13,13,100
"Dewald Brevis","off","back of length",21,62,295.24
"Dewald Brevis","line","back of length",24,38,158.33
"Dewald Brevis","leg","back of length",13,18,138.46
"Dewald Brevis","off","short",24,41,170.83
"Dewald Brevis","line","short",23,26,113.04
"Dewald Brevis","leg","short",6,4,66.67
"Dewald Brevis","off","bouncer",2,1,50
"Dewald Brevis","line","bouncer",11,28,254.55
"Dewald Brevis","leg","bouncer",5,8,160
"Donovan Ferreira","line","yorker",1,1,100
"Donovan Ferreira","off","full",1,1,100
"Donovan Ferreira","line","full",3,1,33.33
"Donovan Ferreira","off","length",1,0,0
"Donovan Ferreira","line","length",3,4,133.33
"Donovan Ferreira","off","back of length",2,1,50
"Donovan Ferreira","line","back of length",2,1,50
"Donovan Ferreira","line","bouncer",1,0,0
"Devdutt Padikkal","off","yorker",30,46,153.33
"Devdutt Padikkal","line","yorker",16,22,137.5
"Devdutt Padikkal","leg","yorker",11,14,127.27
"Devdutt Padikkal","off","full",45,65,144.44
"Devdutt Padikkal","line","full",50,65,130
"Devdutt Padikkal","leg","full",21,32,152.38
"Devdutt Padikkal","off","length",80,80,100
"Devdutt Padikkal","line","length",90,126,140
"Devdutt Padikkal","leg","length",28,32,114.29
"Devdutt Padikkal","off","back of length",79,114,144.3
"Devdutt Padikkal","line","back of length",96,111,115.62
"Devdutt Padikkal","leg","back of length",24,35,145.83
"Devdutt Padikkal","off","short",38,43,113.16
"Devdutt Padikkal","line","short",51,57,111.76
"Devdutt Padikkal","leg","short",22,21,95.45
"Devdutt Padikkal","off","bouncer",20,21,105
"Devdutt Padikkal","line","bouncer",17,25,147.06
"Devdutt Padikkal","leg","bouncer",7,13,185.71
"Dwaine Pretorius","off","yorker",2,2,100
"Dwaine Pretorius","line","yorker",1,1,100
"Dwaine Pretorius","off","full",3,0,0
"Dwaine Pretorius","line","full",1,1,100
"Dwaine Pretorius","leg","full",1,0,0
"Dwaine Pretorius","off","length",1,0,0
"Dwaine Pretorius","line","length",7,10,142.86
"Dwaine Pretorius","leg","length",1,2,200
"Dwaine Pretorius","off","back of length",2,8,400
"Dwaine Pretorius","line","back of length",7,20,285.71
"Dwaine Pretorius","off","short",1,0,0
"Dwaine Pretorius","line","bouncer",1,0,0
"David Wiese","off","yorker",1,1,100
"David Wiese","line","yorker",1,6,600
"David Wiese","leg","yorker",1,0,0
"David Wiese","line","full",1,6,600
"David Wiese","line","length",2,7,350
"David Wiese","leg","length",2,0,0
"David Wiese","off","back of length",1,0,0
"David Wiese","line","back of length",1,1,100
"David Wiese","line","short",1,0,0
"David Miller","off","yorker",34,58,170.59
"David Miller","line","yorker",27,57,211.11
"David Miller","leg","yorker",11,10,90.91
"David Miller","off","full",59,80,135.59
"David Miller","line","full",65,114,175.38
"David Miller","leg","full",22,21,95.45
"David Miller","off","length",95,119,125.26
"David Miller","line","length",88,139,157.95
"David Miller","leg","length",33,44,133.33
"David Miller","off","back of length",86,126,146.51
"David Miller","line","back of length",83,99,119.28
"David Miller","leg","back of length",32,39,121.88
"David Miller","off","short",28,37,132.14
"David Miller","line","short",43,50,116.28
"David Miller","leg","short",18,42,233.33
"David Miller","off","bouncer",19,36,189.47
"David Miller","line","bouncer",26,21,80.77
"David Miller","leg","bouncer",6,11,183.33
"David Warner","off","yorker",47,58,123.4
"David Warner","line","yorker",29,31,106.9
"David Warner","leg","yorker",11,12,109.09
"David Warner","off","full",57,87,152.63
"David Warner","line","full",54,73,135.19
"David Warner","leg","full",11,16,145.45
"David Warner","off","length",82,108,131.71
"David Warner","line","length",109,148,135.78
"David Warner","leg","length",35,54,154.29
"David Warner","off","back of length",87,111,127.59
"David Warner","line","back of length",88,110,125
"David Warner","leg","back of length",35,62,177.14
"David Warner","off","short",44,70,159.09
"David Warner","line","short",39,57,146.15
"David Warner","leg","short",22,22,100
"David Warner","off","bouncer",18,38,211.11
"David Warner","line","bouncer",28,48,171.43
"David Warner","leg","bouncer",10,11,110
"Darshan Nalkande","off","yorker",1,1,100
"Darshan Nalkande","leg","yorker",1,1,100
"Darshan Nalkande","off","full",2,0,0
"Darshan Nalkande","off","length",1,6,600
"Darshan Nalkande","line","length",2,2,100
"Darshan Nalkande","off","back of length",1,0,0
"Darshan Nalkande","line","back of length",1,0,0
"Darshan Nalkande","off","short",2,2,100
"Darshan Nalkande","line","short",1,0,0
"Dwayne Bravo","line","yorker",1,6,600
"Dwayne Bravo","off","full",1,1,100
"Dwayne Bravo","line","full",2,1,50
"Dwayne Bravo","leg","full",1,1,100
"Dwayne Bravo","off","length",1,1,100
"Dwayne Bravo","line","length",2,1,50
"Dwayne Bravo","off","back of length",5,4,80
"Dwayne Bravo","line","back of length",7,7,100
"Dwayne Bravo","leg","back of length",2,1,50
"Dwayne Bravo","off","short",1,0,0
"Dwayne Bravo","line","short",1,0,0
"Dwayne Bravo","off","bouncer",1,0,0
"Deepak Hooda","off","yorker",30,42,140
"Deepak Hooda","line","yorker",39,37,94.87
"Deepak Hooda","leg","yorker",7,12,171.43
"Deepak Hooda","off","full",36,43,119.44
"Deepak Hooda","line","full",47,43,91.49
"Deepak Hooda","leg","full",8,7,87.5
"Deepak Hooda","off","length",64,101,157.81
"Deepak Hooda","line","length",58,70,120.69
"Deepak Hooda","leg","length",20,21,105
"Deepak Hooda","off","back of length",58,65,112.07
"Deepak Hooda","line","back of length",51,72,141.18
"Deepak Hooda","leg","back of length",17,34,200
"Deepak Hooda","off","short",35,42,120
"Deepak Hooda","line","short",40,64,160
"Deepak Hooda","leg","short",18,20,111.11
"Deepak Hooda","off","bouncer",24,26,108.33
"Deepak Hooda","line","bouncer",12,11,91.67
"Deepak Hooda","leg","bouncer",4,1,25
"Daryl Mitchell","off","yorker",11,14,127.27
"Daryl Mitchell","line","yorker",9,13,144.44
"Daryl Mitchell","leg","yorker",3,8,266.67
"Daryl Mitchell","off","full",22,32,145.45
"Daryl Mitchell","line","full",28,39,139.29
"Daryl Mitchell","leg","full",6,7,116.67
"Daryl Mitchell","off","length",29,28,96.55
"Daryl Mitchell","line","length",31,43,138.71
"Daryl Mitchell","leg","length",12,18,150
"Daryl Mitchell","off","back of length",34,42,123.53
"Daryl Mitchell","line","back of length",30,43,143.33
"Daryl Mitchell","leg","back of length",9,13,144.44
"Daryl Mitchell","off","short",14,15,107.14
"Daryl Mitchell","line","short",13,11,84.62
"Daryl Mitchell","leg","short",4,9,225
"Daryl Mitchell","off","bouncer",6,8,133.33
"Daryl Mitchell","line","bouncer",4,7,175
"Daryl Mitchell","leg","bouncer",3,1,33.33
"David Willey","off","yorker",5,3,60
"David Willey","line","yorker",4,0,0
"David Willey","off","full",4,3,75
"David Willey","line","full",4,2,50
"David Willey","leg","full",1,0,0
"David Willey","off","length",6,2,33.33
"David Willey","line","length",9,9,100
"David Willey","leg","length",2,0,0
"David Willey","off","back of length",7,7,100
"David Willey","line","back of length",4,3,75
"David Willey","leg","back of length",1,0,0
"David Willey","off","short",4,2,50
"David Willey","line","short",4,10,250
"David Willey","leg","short",2,8,400
"David Willey","off","bouncer",3,0,0
"David Willey","line","bouncer",3,4,133.33
"Deepak Chahar","off","yorker",1,4,400
"Deepak Chahar","leg","yorker",1,2,200
"Deepak Chahar","off","full",1,2,200
"Deepak Chahar","line","full",3,4,133.33
"Deepak Chahar","off","length",2,6,300
"Deepak Chahar","line","length",4,3,75
"Deepak Chahar","leg","length",2,5,250
"Deepak Chahar","off","back of length",5,7,140
"Deepak Chahar","line","back of length",1,1,100
"Deepak Chahar","off","short",4,3,75
"Deepak Chahar","line","short",2,1,50
"Deepak Chahar","leg","short",1,0,0
"Devon Conway","off","yorker",39,57,146.15
"Devon Conway","line","yorker",33,48,145.45
"Devon Conway","leg","yorker",5,4,80
"Devon Conway","off","full",60,89,148.33
"Devon Conway","line","full",61,84,137.7
"Devon Conway","leg","full",9,15,166.67
"Devon Conway","off","length",100,150,150
"Devon Conway","line","length",84,124,147.62
"Devon Conway","leg","length",30,44,146.67
"Devon Conway","off","back of length",71,116,163.38
"Devon Conway","line","back of length",87,124,142.53
"Devon Conway","leg","back of length",26,27,103.85
"Devon Conway","off","short",39,29,74.36
"Devon Conway","line","short",65,91,140
"Devon Conway","leg","short",24,33,137.5
"Devon Conway","off","bouncer",17,21,123.53
"Devon Conway","line","bouncer",18,13,72.22
"Devon Conway","leg","bouncer",6,11,183.33
"Daniel Sams","off","yorker",1,0,0
"Daniel Sams","off","full",5,2,40
"Daniel Sams","line","full",2,6,300
"Daniel Sams","off","length",5,2,40
"Daniel Sams","line","length",5,6,120
"Daniel Sams","leg","length",2,3,150
"Daniel Sams","line","back of length",6,15,250
"Daniel Sams","leg","back of length",1,1,100
"Daniel Sams","off","short",3,1,33.33
"Daniel Sams","line","short",2,1,50
"Daniel Sams","leg","short",3,0,0
"Daniel Sams","off","bouncer",1,1,100
"DS Rathi","off","full",1,1,100
"DS Rathi","leg","back of length",1,0,0
"DS Rathi","off","bouncer",1,0,0
"Dhruv Jurel","off","yorker",22,37,168.18
"Dhruv Jurel","line","yorker",12,23,191.67
"Dhruv Jurel","leg","yorker",9,7,77.78
"Dhruv Jurel","off","full",33,46,139.39
"Dhruv Jurel","line","full",46,57,123.91
"Dhruv Jurel","leg","full",17,22,129.41
"Dhruv Jurel","off","length",43,66,153.49
"Dhruv Jurel","line","length",59,85,144.07
"Dhruv Jurel","leg","length",11,12,109.09
"Dhruv Jurel","off","back of length",41,82,200
"Dhruv Jurel","line","back of length",49,70,142.86
"Dhruv Jurel","leg","back of length",16,22,137.5
"Dhruv Jurel","off","short",19,33,173.68
"Dhruv Jurel","line","short",25,53,212
"Dhruv Jurel","leg","short",14,30,214.29
"Dhruv Jurel","off","bouncer",11,12,109.09
"Dhruv Jurel","line","bouncer",12,18,150
"Dhruv Jurel","leg","bouncer",6,5,83.33
"Evin Lewis","off","yorker",3,12,400
"Evin Lewis","line","yorker",2,1,50
"Evin Lewis","off","full",6,7,116.67
"Evin Lewis","line","full",4,9,225
"Evin Lewis","leg","full",2,1,50
"Evin Lewis","off","length",9,14,155.56
"Evin Lewis","line","length",7,8,114.29
"Evin Lewis","leg","length",2,1,50
"Evin Lewis","off","back of length",4,1,25
"Evin Lewis","line","back of length",8,11,137.5
"Evin Lewis","leg","back of length",1,1,100
"Evin Lewis","line","short",3,6,200
"Evin Lewis","leg","short",2,0,0
"Evin Lewis","off","bouncer",1,1,100
"Evin Lewis","line","bouncer",1,0,0
"Evin Lewis","leg","bouncer",1,0,0
"Faf du Plessis","off","yorker",62,81,130.65
"Faf du Plessis","line","yorker",53,86,162.26
"Faf du Plessis","leg","yorker",15,15,100
"Faf du Plessis","off","full",113,167,147.79
"Faf du Plessis","line","full",89,129,144.94
"Faf du Plessis","leg","full",29,45,155.17
"Faf du Plessis","off","length",139,201,144.6
"Faf du Plessis","line","length",151,212,140.4
"Faf du Plessis","leg","length",48,64,133.33
"Faf du Plessis","off","back of length",157,195,124.2
"Faf du Plessis","line","back of length",132,216,163.64
"Faf du Plessis","leg","back of length",64,101,157.81
"Faf du Plessis","off","short",62,95,153.23
"Faf du Plessis","line","short",70,102,145.71
"Faf du Plessis","leg","short",28,44,157.14
"Faf du Plessis","off","bouncer",38,52,136.84
"Faf du Plessis","line","bouncer",17,20,117.65
"Faf du Plessis","leg","bouncer",13,13,100
"Fabian Allen","line","yorker",1,0,0
"Fabian Allen","line","full",3,7,233.33
"Fabian Allen","line","length",1,0,0
"Fabian Allen","off","back of length",2,1,50
"Fazalhaq Farooqi","line","yorker",1,0,0
"Fazalhaq Farooqi","off","length",2,0,0
"Fazalhaq Farooqi","line","length",2,1,50
"Fazalhaq Farooqi","off","back of length",4,3,75
"Fazalhaq Farooqi","line","back of length",3,0,0
"Fazalhaq Farooqi","leg","back of length",1,0,0
"Fazalhaq Farooqi","off","short",2,1,50
"Gerald Coetzee","off","yorker",3,5,166.67
"Gerald Coetzee","line","yorker",3,1,33.33
"Gerald Coetzee","off","full",2,2,100
"Gerald Coetzee","line","full",4,6,150
"Gerald Coetzee","off","length",3,6,200
"Gerald Coetzee","line","length",6,6,100
"Gerald Coetzee","off","back of length",3,0,0
"Gerald Coetzee","line","back of length",2,1,50
"Gerald Coetzee","off","short",2,0,0
"Gerald Coetzee","line","short",2,2,100
"Gerald Coetzee","off","bouncer",1,1,100
"Gerald Coetzee","line","bouncer",2,1,50
"Glenn Phillips","off","yorker",1,4,400
"Glenn Phillips","line","yorker",1,1,100
"Glenn Phillips","off","full",2,7,350
"Glenn Phillips","line","full",4,1,25
"Glenn Phillips","leg","full",1,0,0
"Glenn Phillips","off","length",4,11,275
"Glenn Phillips","line","length",1,0,0
"Glenn Phillips","leg","length",2,0,0
"Glenn Phillips","off","back of length",1,6,600
"Glenn Phillips","line","back of length",1,1,100
"Glenn Phillips","leg","back of length",1,2,200
"Glenn Phillips","off","short",2,6,300
"Glenn Phillips","off","bouncer",1,0,0
"Glenn Maxwell","off","yorker",27,50,185.19
"Glenn Maxwell","line","yorker",25,25,100
"Glenn Maxwell","leg","yorker",8,26,325
"Glenn Maxwell","off","full",43,52,120.93
"Glenn Maxwell","line","full",38,46,121.05
"Glenn Maxwell","leg","full",13,34,261.54
"Glenn Maxwell","off","length",48,70,145.83
"Glenn Maxwell","line","length",59,104,176.27
"Glenn Maxwell","leg","length",13,13,100
"Glenn Maxwell","off","back of length",47,86,182.98
"Glenn Maxwell","line","back of length",44,73,165.91
"Glenn Maxwell","leg","back of length",25,43,172
"Glenn Maxwell","off","short",30,44,146.67
"Glenn Maxwell","line","short",24,43,179.17
"Glenn Maxwell","leg","short",17,36,211.76
"Glenn Maxwell","off","bouncer",6,7,116.67
"Glenn Maxwell","line","bouncer",17,43,252.94
"Glenn Maxwell","leg","bouncer",8,6,75
"Gulbadin Naib","off","yorker",1,4,400
"Gulbadin Naib","line","yorker",1,1,100
"Gulbadin Naib","off","full",3,7,233.33
"Gulbadin Naib","line","length",2,1,50
"Gulbadin Naib","off","back of length",1,0,0
"Gulbadin Naib","line","back of length",2,2,100
"Gulbadin Naib","leg","back of length",2,2,100
"Gulbadin Naib","off","short",1,1,100
"Gulbadin Naib","line","bouncer",1,1,100
"Gulbadin Naib","leg","bouncer",1,0,0
"Heinrich Klaasen","off","yorker",39,53,135.9
"Heinrich Klaasen","line","yorker",38,82,215.79
"Heinrich Klaasen","leg","yorker",11,15,136.36
"Heinrich Klaasen","off","full",59,130,220.34
"Heinrich Klaasen","line","full",45,77,171.11
"Heinrich Klaasen","leg","full",15,19,126.67
"Heinrich Klaasen","off","length",98,187,190.82
"Heinrich Klaasen","line","length",105,143,136.19
"Heinrich Klaasen","leg","length",33,69,209.09
"Heinrich Klaasen","off","back of length",92,178,193.48
"Heinrich Klaasen","line","back of length",80,119,148.75
"Heinrich Klaasen","leg","back of length",35,61,174.29
"Heinrich Klaasen","off","short",46,76,165.22
"Heinrich Klaasen","line","short",50,93,186
"Heinrich Klaasen","leg","short",19,31,163.16
"Heinrich Klaasen","off","bouncer",28,50,178.57
"Heinrich Klaasen","line","bouncer",17,29,170.59
"Heinrich Klaasen","leg","bouncer",5,2,40
"Harry Brook","off","yorker",8,8,100
"Harry Brook","line","yorker",7,7,100
"Harry Brook","leg","yorker",1,1,100
"Harry Brook","off","full",9,8,88.89
"Harry Brook","line","full",15,13,86.67
"Harry Brook","leg","full",2,0,0
"Harry Brook","off","length",17,26,152.94
"Harry Brook","line","length",20,24,120
"Harry Brook","leg","length",6,11,183.33
"Harry Brook","off","back of length",17,27,158.82
"Harry Brook","line","back of length",15,16,106.67
"Harry Brook","leg","back of length",9,7,77.78
"Harry Brook","off","short",6,6,100
"Harry Brook","line","short",6,6,100
"Harry Brook","leg","short",4,7,175
"Harry Brook","off","bouncer",7,8,114.29
"Harry Brook","line","bouncer",3,14,466.67
"Harry Brook","leg","bouncer",4,1,25
"Rassie van der Dussen","off","yorker",1,1,100
"Rassie van der Dussen","leg","yorker",1,0,0
"Rassie van der Dussen","off","full",2,0,0
"Rassie van der Dussen","line","full",3,7,233.33
"Rassie van der Dussen","leg","full",1,4,400
"Rassie van der Dussen","off","length",1,0,0
"Rassie van der Dussen","line","length",1,2,200
"Rassie van der Dussen","off","back of length",4,1,25
"Rassie van der Dussen","line","back of length",5,5,100
"Rassie van der Dussen","line","short",3,1,33.33
"Rassie van der Dussen","leg","short",1,1,100
"Rassie van der Dussen","off","bouncer",1,0,0
"Hardik Pandya","off","yorker",44,62,140.91
"Hardik Pandya","line","yorker",32,48,150
"Hardik Pandya","leg","yorker",18,30,166.67
"Hardik Pandya","off","full",68,94,138.24
"Hardik Pandya","line","full",46,50,108.7
"Hardik Pandya","leg","full",18,23,127.78
"Hardik Pandya","off","length",106,134,126.42
"Hardik Pandya","line","length",115,193,167.83
"Hardik Pandya","leg","length",44,61,138.64
"Hardik Pandya","off","back of length",113,161,142.48
"Hardik Pandya","line","back of length",108,152,140.74
"Hardik Pandya","leg","back of length",34,44,129.41
"Hardik Pandya","off","short",54,67,124.07
"Hardik Pandya","line","short",49,64,130.61
"Hardik Pandya","leg","short",17,29,170.59
"Hardik Pandya","off","bouncer",19,19,100
"Hardik Pandya","line","bouncer",18,27,150
"Hardik Pandya","leg","bouncer",12,15,125
"Hrithik Shokeen","off","yorker",3,2,66.67
"Hrithik Shokeen","line","yorker",1,4,400
"Hrithik Shokeen","leg","yorker",3,1,33.33
"Hrithik Shokeen","off","full",7,6,85.71
"Hrithik Shokeen","line","full",3,1,33.33
"Hrithik Shokeen","leg","full",2,5,250
"Hrithik Shokeen","off","length",9,9,100
"Hrithik Shokeen","line","length",11,17,154.55
"Hrithik Shokeen","leg","length",1,1,100
"Hrithik Shokeen","off","back of length",6,3,50
"Hrithik Shokeen","line","back of length",4,3,75
"Hrithik Shokeen","leg","back of length",5,8,160
"Hrithik Shokeen","off","short",2,4,200
"Hrithik Shokeen","line","short",4,1,25
"Hrithik Shokeen","leg","short",2,1,50
"Hrithik Shokeen","off","bouncer",1,0,0
"Hrithik Shokeen","leg","bouncer",1,0,0
"Harshal Patel","off","yorker",4,9,225
"Harshal Patel","line","yorker",5,3,60
"Harshal Patel","off","full",6,11,183.33
"Harshal Patel","line","full",6,11,183.33
"Harshal Patel","leg","full",2,1,50
"Harshal Patel","off","length",7,4,57.14
"Harshal Patel","line","length",12,3,25
"Harshal Patel","leg","length",5,10,200
"Harshal Patel","off","back of length",9,14,155.56
"Harshal Patel","line","back of length",13,5,38.46
"Harshal Patel","leg","back of length",4,2,50
"Harshal Patel","off","short",4,8,200
"Harshal Patel","line","short",6,2,33.33
"Harshal Patel","leg","short",1,0,0
"Harshal Patel","off","bouncer",1,0,0
"Harshal Patel","line","bouncer",2,0,0
"Harshal Patel","leg","bouncer",3,0,0
"Harpreet Brar","off","yorker",13,13,100
"Harpreet Brar","line","yorker",6,4,66.67
"Harpreet Brar","leg","yorker",1,4,400
"Harpreet Brar","off","full",10,8,80
"Harpreet Brar","line","full",10,15,150
"Harpreet Brar","leg","full",6,10,166.67
"Harpreet Brar","off","length",20,27,135
"Harpreet Brar","line","length",12,19,158.33
"Harpreet Brar","off","back of length",16,13,81.25
"Harpreet Brar","line","back of length",20,17,85
"Harpreet Brar","leg","back of length",2,7,350
"Harpreet Brar","off","short",8,6,75
"Harpreet Brar","line","short",1,1,100
"Harpreet Brar","leg","short",3,10,333.33
"Harpreet Brar","off","bouncer",4,5,125
"Harpreet Brar","line","bouncer",2,1,50
"Harpreet Singh","off","yorker",2,5,250
"Harpreet Singh","line","yorker",4,3,75
"Harpreet Singh","leg","yorker",1,0,0
"Harpreet Singh","off","full",6,4,66.67
"Harpreet Singh","line","full",7,4,57.14
"Harpreet Singh","leg","full",3,1,33.33
"Harpreet Singh","off","length",11,9,81.82
"Harpreet Singh","line","length",15,10,66.67
"Harpreet Singh","leg","length",3,8,266.67
"Harpreet Singh","off","back of length",9,18,200
"Harpreet Singh","line","back of length",10,18,180
"Harpreet Singh","leg","back of length",2,3,150
"Harpreet Singh","off","short",5,10,200
"Harpreet Singh","line","short",6,7,116.67
"Harpreet Singh","leg","short",3,0,0
"Harpreet Singh","off","bouncer",3,1,33.33
"Harpreet Singh","line","bouncer",1,2,200
"Harpreet Singh","leg","bouncer",2,0,0
"Harshit Rana","off","yorker",4,7,175
"Harshit Rana","line","yorker",3,4,133.33
"Harshit Rana","leg","yorker",1,0,0
"Harshit Rana","off","full",5,3,60
"Harshit Rana","line","full",2,1,50
"Harshit Rana","leg","full",2,4,200
"Harshit Rana","off","length",5,4,80
"Harshit Rana","line","length",5,6,120
"Harshit Rana","leg","length",2,1,50
"Harshit Rana","off","back of length",9,12,133.33
"Harshit Rana","line","back of length",4,0,0
"Harshit Rana","leg","back of length",3,7,233.33
"Harshit Rana","off","short",2,0,0
"Harshit Rana","line","short",2,7,350
"Harshit Rana","leg","short",2,0,0
"Harshit Rana","off","bouncer",1,0,0
"Harshit Rana","line","bouncer",2,3,150
"Harshit Rana","leg","bouncer",2,0,0
"Ishant Sharma","line","yorker",1,1,100
"Ishant Sharma","line","full",1,0,0
"Ishant Sharma","leg","full",1,0,0
"Ishant Sharma","off","length",1,0,0
"Ishant Sharma","line","length",1,1,100
"Ishant Sharma","off","short",1,0,0
"Ishant Sharma","line","short",1,0,0
"Ishant Sharma","line","bouncer",1,0,0
"Ishan Kishan","off","yorker",55,65,118.18
"Ishan Kishan","line","yorker",44,69,156.82
"Ishan Kishan","leg","yorker",15,15,100
"Ishan Kishan","off","full",94,127,135.11
"Ishan Kishan","line","full",83,134,161.45
"Ishan Kishan","leg","full",26,36,138.46
"Ishan Kishan","off","length",125,174,139.2
"Ishan Kishan","line","length",144,183,127.08
"Ishan Kishan","leg","length",33,36,109.09
"Ishan Kishan","off","back of length",129,165,127.91
"Ishan Kishan","line","back of length",130,155,119.23
"Ishan Kishan","leg","back of length",46,75,163.04
"Ishan Kishan","off","short",54,73,135.19
"Ishan Kishan","line","short",57,97,170.18
"Ishan Kishan","leg","short",23,45,195.65
"Ishan Kishan","off","bouncer",23,37,160.87
"Ishan Kishan","line","bouncer",23,36,156.52
"Ishan Kishan","leg","bouncer",12,24,200
"Jake Fraser-McGurk","off","yorker",9,7,77.78
"Jake Fraser-McGurk","line","yorker",4,10,250
"Jake Fraser-McGurk","off","full",21,50,238.1
"Jake Fraser-McGurk","line","full",15,21,140
"Jake Fraser-McGurk","leg","full",4,10,250
"Jake Fraser-McGurk","off","length",29,61,210.34
"Jake Fraser-McGurk","line","length",23,61,265.22
"Jake Fraser-McGurk","leg","length",6,10,166.67
"Jake Fraser-McGurk","off","back of length",23,50,217.39
"Jake Fraser-McGurk","line","back of length",23,35,152.17
"Jake Fraser-McGurk","leg","back of length",7,16,228.57
"Jake Fraser-McGurk","off","short",10,13,130
"Jake Fraser-McGurk","line","short",9,15,166.67
"Jake Fraser-McGurk","leg","short",5,15,300
"Jake Fraser-McGurk","off","bouncer",2,2,100
"Jake Fraser-McGurk","line","bouncer",1,2,200
"Jake Fraser-McGurk","leg","bouncer",3,7,233.33
"Jamie Overton","off","yorker",1,2,200
"Jamie Overton","off","full",1,6,600
"Jamie Overton","line","length",2,2,100
"Jamie Overton","line","back of length",2,4,200
"Jamie Overton","line","bouncer",1,1,100
"Jagadeesha Suchith","off","yorker",2,0,0
"Jagadeesha Suchith","leg","full",1,0,0
"Jagadeesha Suchith","off","length",2,0,0
"Jagadeesha Suchith","off","back of length",1,1,100
"Jagadeesha Suchith","line","back of length",1,0,0
"Jagadeesha Suchith","leg","back of length",1,1,100
"Jhye Richardson","line","full",1,2,200
"Jhye Richardson","line","back of length",1,0,0
"Jofra Archer","off","yorker",1,0,0
"Jofra Archer","line","yorker",2,6,300
"Jofra Archer","leg","yorker",2,6,300
"Jofra Archer","off","full",2,2,100
"Jofra Archer","line","full",2,1,50
"Jofra Archer","leg","full",2,1,50
"Jofra Archer","off","length",6,10,166.67
"Jofra Archer","line","length",8,10,125
"Jofra Archer","leg","length",3,1,33.33
"Jofra Archer","off","back of length",6,7,116.67
"Jofra Archer","line","back of length",8,3,37.5
"Jofra Archer","leg","back of length",4,7,175
"Jofra Archer","off","short",2,4,200
"Jofra Archer","line","short",2,3,150
"Jofra Archer","off","bouncer",2,5,250
"Jofra Archer","line","bouncer",2,1,50
"Jos Buttler","off","yorker",64,100,156.25
"Jos Buttler","line","yorker",73,111,152.05
"Jos Buttler","leg","yorker",15,23,153.33
"Jos Buttler","off","full",117,175,149.57
"Jos Buttler","line","full",109,171,156.88
"Jos Buttler","leg","full",32,45,140.62
"Jos Buttler","off","length",176,256,145.45
"Jos Buttler","line","length",147,208,141.5
"Jos Buttler","leg","length",52,100,192.31
"Jos Buttler","off","back of length",165,243,147.27
"Jos Buttler","line","back of length",165,248,150.3
"Jos Buttler","leg","back of length",61,91,149.18
"Jos Buttler","off","short",72,102,141.67
"Jos Buttler","line","short",91,111,121.98
"Jos Buttler","leg","short",35,69,197.14
"Jos Buttler","off","bouncer",31,31,100
"Jos Buttler","line","bouncer",35,58,165.71
"Jos Buttler","leg","bouncer",10,10,100
